consent_key.keys,consent_key.rt,recalled,recalled_rt,recall_acc,example_recall.thisRepN,example_recall.thisTrialN,example_recall.thisN,example_recall.thisIndex,example_recall.ran,file,word,participant,please enter your date of birth (dd/mm/yyyy),date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,list,prac_learn_study_loop.thisRepN,prac_learn_study_loop.thisTrialN,prac_learn_study_loop.thisN,prac_learn_study_loop.thisIndex,prac_learn_study_loop.ran,image,prac_learn_test_loop.thisRepN,prac_learn_test_loop.thisTrialN,prac_learn_test_loop.thisN,prac_learn_test_loop.thisIndex,prac_learn_test_loop.ran,learn_study_loop.thisRepN,learn_study_loop.thisTrialN,learn_study_loop.thisN,learn_study_loop.thisIndex,learn_study_loop.ran,list_no,block_no,learn_test_loop.thisRepN,learn_test_loop.thisTrialN,learn_test_loop.thisN,learn_test_loop.thisIndex,learn_test_loop.ran,learn_blocks.thisRepN,learn_blocks.thisTrialN,learn_blocks.thisN,learn_blocks.thisIndex,learn_blocks.ran,block_csv,key_resp_13.keys,key_resp_13.rt,learn_blocks_loop.thisRepN,learn_blocks_loop.thisTrialN,learn_blocks_loop.thisN,learn_blocks_loop.thisIndex,learn_blocks_loop.ran,final_learn_test.thisRepN,final_learn_test.thisTrialN,final_learn_test.thisN,final_learn_test.thisIndex,final_learn_test.ran,s_im1,s_im2,s_im3,s_im4,s_im5,s_im6,s_im7,s_im8,s_im1pos,s_im2pos,s_im3pos,s_im4pos,s_im5pos,s_im6pos,s_im7pos,s_im8pos,s_tarright,search_resp.keys,search_loop.thisRepN,search_loop.thisTrialN,search_loop.thisN,search_loop.thisIndex,search_loop.ran,prac_wm_search_loop.thisRepN,prac_wm_search_loop.thisTrialN,prac_wm_search_loop.thisN,prac_wm_search_loop.thisIndex,prac_wm_search_loop.ran,prac_wm_test_loop.thisRepN,prac_wm_test_loop.thisTrialN,prac_wm_test_loop.thisN,prac_wm_test_loop.thisIndex,prac_wm_test_loop.ran,wm_recalled1,wm_recall_rt1,wm_probed1,wm_recall_acc1,wm_recalled2,wm_recall_rt2,wm_probed2,wm_recall_acc2,wm_recalled3,wm_recall_rt3,wm_probed3,wm_recall_acc3,wm_recalled4,wm_recall_rt4,wm_probed4,wm_recall_acc4,prac_wm_trial_loop.thisRepN,prac_wm_trial_loop.thisTrialN,prac_wm_trial_loop.thisN,prac_wm_trial_loop.thisIndex,prac_wm_trial_loop.ran,word1,image1,file1,item_type1,word2,image2,file2,item_type2,word4,image4,file4,item_type4,word3,image3,file3,item_type3,wm_search_loop.thisRepN,wm_search_loop.thisTrialN,wm_search_loop.thisN,wm_search_loop.thisIndex,wm_search_loop.ran,wm_test_loop.thisRepN,wm_test_loop.thisTrialN,wm_test_loop.thisN,wm_test_loop.thisIndex,wm_test_loop.ran,wm_trial_loop.thisRepN,wm_trial_loop.thisTrialN,wm_trial_loop.thisN,wm_trial_loop.thisIndex,wm_trial_loop.ran
,,,,,,,,,,,,5f182cf45ce5af05a9ef92a1,16/11/1950,2020-09-10_14h41.13.072,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2c5a55bc9f08b3a47cac,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/search/l.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/t.png,"[-0.23833333333333334,0.33306093937722897]","[-0.17833333333333334,0.41233018392711873]","[0.17833333333333334,0.35924681572005995]","[0.23833333333333334,0.3785352332231752]","[0.17833333333333334,-0.33821986644864704]","[0.23833333333333334,-0.33569753674394864]","[-0.23833333333333334,-0.3565093768138609]","[-0.17833333333333334,-0.3372949191971272]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,
,,,,,,,,,,,,5f182cf45ce5af05a9ef92a1,16/11/1950,2020-09-10_14h41.13.072,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2c5a55bc9f08b3a47cac,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/search/b.png,stimuli/search/r.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/t.png,"[-0.23833333333333334,0.3393557396366502]","[-0.17833333333333334,0.34406665164252803]","[0.17833333333333334,0.33168077597952916]","[0.23833333333333334,0.36879946568174166]","[0.17833333333333334,-0.38064285975668505]","[0.23833333333333334,-0.3771899729518293]","[-0.23833333333333334,-0.3517913802415846]","[-0.17833333333333334,-0.34692840739044056]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,
,,,,,,,,,,,,5f182cf45ce5af05a9ef92a1,16/11/1950,2020-09-10_14h41.13.072,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2c5a55bc9f08b3a47cac,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/l.png,stimuli/search/b.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/t.png,"[-0.23833333333333334,0.3844182161669611]","[-0.17833333333333334,0.4116569684617363]","[0.17833333333333334,0.40821305186988915]","[0.23833333333333334,0.3854545349257349]","[0.17833333333333334,-0.33894630969958817]","[0.23833333333333334,-0.40299292814952237]","[-0.23833333333333334,-0.3768617946063739]","[-0.17833333333333334,-0.37921732332979247]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,,,,,,
,,,,,,,,,,,,5f182cf45ce5af05a9ef92a1,16/11/1950,2020-09-10_14h41.13.072,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2c5a55bc9f08b3a47cac,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/l.png,stimuli/search/b.png,stimuli/search/t.png,"[-0.23833333333333334,0.3895347202235027]","[-0.17833333333333334,0.3750179080023585]","[0.17833333333333334,0.40989506391440184]","[0.23833333333333334,0.36827082286920615]","[0.17833333333333334,-0.40542326137769563]","[0.23833333333333334,-0.41247810574446514]","[-0.23833333333333334,-0.4117062121699433]","[-0.17833333333333334,-0.4155411502283293]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,5f182cf45ce5af05a9ef92a1,16/11/1950,2020-09-10_14h41.13.072,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2c5a55bc9f08b3a47cac,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
,,,,,,,,,,,,5f182cf45ce5af05a9ef92a1,16/11/1950,2020-09-10_14h41.13.072,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2c5a55bc9f08b3a47cac,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,
,,,,,,,,,,,,5f182cf45ce5af05a9ef92a1,16/11/1950,2020-09-10_14h41.13.072,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2c5a55bc9f08b3a47cac,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,
,,,,,,,,,,,,5f182cf45ce5af05a9ef92a1,16/11/1950,2020-09-10_14h41.13.072,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2c5a55bc9f08b3a47cac,5,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,0.00179,2,FALSE,?,0.00197,3,FALSE,?,0.001855,0,FALSE,?,0.001945,1,FALSE,,,,,,AREA,aeroplane,stimuli/images/PICTURE_297.png,mis-match,WOMEN,salt,stimuli/images/PICTURE_233.png,match,THING,crown,stimuli/images/PICTURE_32.png,old-new,TEAR,pear,stimuli/images/PICTURE_42.png,new-new,,,,,,,,,,,0,57,57,51,1
,,,,,,,,,,,,5f182cf45ce5af05a9ef92a1,16/11/1950,2020-09-10_14h41.13.072,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2c5a55bc9f08b3a47cac,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/r.png,stimuli/search/b.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/t.png,stimuli/search/b.png,"[-0.23833333333333334,0.3405733464344973]","[-0.17833333333333334,0.4036993134797982]","[0.17833333333333334,0.3705796631449452]","[0.23833333333333334,0.3312931198099873]","[0.17833333333333334,-0.41249728046556927]","[0.23833333333333334,-0.347605319206657]","[-0.23833333333333334,-0.41626578381630486]","[-0.17833333333333334,-0.3714316406637884]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,
,,,,,,,,,,,,5f182cf45ce5af05a9ef92a1,16/11/1950,2020-09-10_14h41.13.072,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2c5a55bc9f08b3a47cac,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/r.png,"[-0.23833333333333334,0.38930555864856065]","[-0.17833333333333334,0.3724723636341181]","[0.17833333333333334,0.3518467516034257]","[0.23833333333333334,0.39136547409310013]","[0.17833333333333334,-0.3855691406653034]","[0.23833333333333334,-0.36872965132343993]","[-0.23833333333333334,-0.37785100287248446]","[-0.17833333333333334,-0.3710637592822657]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,
,,,,,,,,,,,,5f182cf45ce5af05a9ef92a1,16/11/1950,2020-09-10_14h41.13.072,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2c5a55bc9f08b3a47cac,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/search/r.png,stimuli/search/t.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/b.png,stimuli/search/t.png,"[-0.23833333333333334,0.36864576781714076]","[-0.17833333333333334,0.3265276115851516]","[0.17833333333333334,0.3992159365248137]","[0.23833333333333334,0.37790221227766363]","[0.17833333333333334,-0.37147400944486414]","[0.23833333333333334,-0.3375921047375156]","[-0.23833333333333334,-0.32667601797738405]","[-0.17833333333333334,-0.38672998725716395]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,,,,,,
,,,,,,,,,,,,5f182cf45ce5af05a9ef92a1,16/11/1950,2020-09-10_14h41.13.072,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2c5a55bc9f08b3a47cac,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/search/l.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/b.png,"[-0.23833333333333334,0.34563323528640977]","[-0.17833333333333334,0.3390074409353145]","[0.17833333333333334,0.3661855764375128]","[0.23833333333333334,0.3462210510093105]","[0.17833333333333334,-0.3781131328411438]","[0.23833333333333334,-0.3873982412993143]","[-0.23833333333333334,-0.3788349975607945]","[-0.17833333333333334,-0.38522563830986883]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,5f182cf45ce5af05a9ef92a1,16/11/1950,2020-09-10_14h41.13.072,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2c5a55bc9f08b3a47cac,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
,,,,,,,,,,,,5f182cf45ce5af05a9ef92a1,16/11/1950,2020-09-10_14h41.13.072,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2c5a55bc9f08b3a47cac,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,
,,,,,,,,,,,,5f182cf45ce5af05a9ef92a1,16/11/1950,2020-09-10_14h41.13.072,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2c5a55bc9f08b3a47cac,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,
,,,,,,,,,,,,5f182cf45ce5af05a9ef92a1,16/11/1950,2020-09-10_14h41.13.072,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2c5a55bc9f08b3a47cac,5,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,0.002035,3,FALSE,?,0.00173,1,FALSE,?,0.001885,0,FALSE,?,0.0019,2,FALSE,,,,,,SERIES,helmet,stimuli/images/PICTURE_327.png,new-new,CASINO,carrot,stimuli/images/PICTURE_285.png,new-new,DEMON,diamond,stimuli/images/PICTURE_85.png,new-new,BEAUTY,taxi,stimuli/images/PICTURE_302.png,new-new,,,,,,,,,,,0,58,58,90,1
,,,,,,,,,,,,5f182cf45ce5af05a9ef92a1,16/11/1950,2020-09-10_14h41.13.072,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2c5a55bc9f08b3a47cac,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/r.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/t.png,stimuli/search/b.png,"[-0.23833333333333334,0.3793089565838408]","[-0.17833333333333334,0.3424858636732811]","[0.17833333333333334,0.36240511544699144]","[0.23833333333333334,0.39724445643437867]","[0.17833333333333334,-0.3554461471659469]","[0.23833333333333334,-0.33666284423626963]","[-0.23833333333333334,-0.35013525964063763]","[-0.17833333333333334,-0.33130250000424133]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,
,,,,,,,,,,,,5f182cf45ce5af05a9ef92a1,16/11/1950,2020-09-10_14h41.13.072,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2c5a55bc9f08b3a47cac,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/b.png,stimuli/search/r.png,stimuli/search/t.png,stimuli/search/b.png,"[-0.23833333333333334,0.379458642437653]","[-0.17833333333333334,0.3374099131565371]","[0.17833333333333334,0.3704624297839989]","[0.23833333333333334,0.3248507612431118]","[0.17833333333333334,-0.38271689249515717]","[0.23833333333333334,-0.3350504199324407]","[-0.23833333333333334,-0.37657204516595316]","[-0.17833333333333334,-0.3542666847991362]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,
,,,,,,,,,,,,5f182cf45ce5af05a9ef92a1,16/11/1950,2020-09-10_14h41.13.072,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2c5a55bc9f08b3a47cac,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/r.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/t.png,"[-0.23833333333333334,0.3734004760328812]","[-0.17833333333333334,0.3454408623615846]","[0.17833333333333334,0.37958480492788715]","[0.23833333333333334,0.4125116075851042]","[0.17833333333333334,-0.4119047227579993]","[0.23833333333333334,-0.35489006438613113]","[-0.23833333333333334,-0.38247408500776114]","[-0.17833333333333334,-0.3740228657866609]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,,,,,,
,,,,,,,,,,,,5f182cf45ce5af05a9ef92a1,16/11/1950,2020-09-10_14h41.13.072,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2c5a55bc9f08b3a47cac,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/r.png,stimuli/search/t.png,stimuli/search/t.png,stimuli/search/b.png,"[-0.23833333333333334,0.3672515871050045]","[-0.17833333333333334,0.406252729609907]","[0.17833333333333334,0.35618706050116167]","[0.23833333333333334,0.32829510788371585]","[0.17833333333333334,-0.3349870126646375]","[0.23833333333333334,-0.3618776805450479]","[-0.23833333333333334,-0.3762309784500536]","[-0.17833333333333334,-0.3565750255468524]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,5f182cf45ce5af05a9ef92a1,16/11/1950,2020-09-10_14h41.13.072,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2c5a55bc9f08b3a47cac,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
,,,,,,,,,,,,5f182cf45ce5af05a9ef92a1,16/11/1950,2020-09-10_14h41.13.072,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2c5a55bc9f08b3a47cac,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,
,,,,,,,,,,,,5f182cf45ce5af05a9ef92a1,16/11/1950,2020-09-10_14h41.13.072,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2c5a55bc9f08b3a47cac,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,
,,,,,,,,,,,,5f182cf45ce5af05a9ef92a1,16/11/1950,2020-09-10_14h41.13.072,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2c5a55bc9f08b3a47cac,5,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,0.002115,3,FALSE,?,0.002025,0,FALSE,?,0.0025,2,FALSE,?,0.00186,1,FALSE,,,,,,PRINCE,peg,stimuli/images/PICTURE_467.png,new-new,GIRL,map,stimuli/images/PICTURE_677.png,new-new,YEAR,coin,stimuli/images/PICTURE_383.png,new-new,FEET,crown,stimuli/images/PICTURE_32.png,new-new,,,,,,,,,,,0,59,59,13,1
,,,,,,,,,,,,5f182cf45ce5af05a9ef92a1,16/11/1950,2020-09-10_14h41.13.072,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2c5a55bc9f08b3a47cac,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/b.png,stimuli/search/r.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/b.png,"[-0.23833333333333334,0.33821240746966214]","[-0.17833333333333334,0.38080375739596567]","[0.17833333333333334,0.39782204289343404]","[0.23833333333333334,0.38534232309421]","[0.17833333333333334,-0.3329231748434457]","[0.23833333333333334,-0.3392060394793898]","[-0.23833333333333334,-0.3597882059508613]","[-0.17833333333333334,-0.36117502329525797]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,
,,,,,,,,,,,,5f182cf45ce5af05a9ef92a1,16/11/1950,2020-09-10_14h41.13.072,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2c5a55bc9f08b3a47cac,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/l.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/b.png,stimuli/search/t.png,"[-0.23833333333333334,0.34965848420596984]","[-0.17833333333333334,0.4151307227428071]","[0.17833333333333334,0.3794281755333179]","[0.23833333333333334,0.36412455865794974]","[0.17833333333333334,-0.4113847878696912]","[0.23833333333333334,-0.3470934619831927]","[-0.23833333333333334,-0.338188248968155]","[-0.17833333333333334,-0.362796879967578]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,
,,,,,,,,,,,,5f182cf45ce5af05a9ef92a1,16/11/1950,2020-09-10_14h41.13.072,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2c5a55bc9f08b3a47cac,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/search/r.png,stimuli/search/b.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/b.png,stimuli/search/t.png,"[-0.23833333333333334,0.38350771610319073]","[-0.17833333333333334,0.3349426150935305]","[0.17833333333333334,0.3404316976496238]","[0.23833333333333334,0.3642825588775086]","[0.17833333333333334,-0.4137360408279399]","[0.23833333333333334,-0.3999098368552654]","[-0.23833333333333334,-0.3735888705498122]","[-0.17833333333333334,-0.3824000003126772]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,,,,,,
,,,,,,,,,,,,5f182cf45ce5af05a9ef92a1,16/11/1950,2020-09-10_14h41.13.072,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2c5a55bc9f08b3a47cac,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/t.png,stimuli/search/b.png,stimuli/search/b.png,stimuli/search/r.png,stimuli/search/t.png,stimuli/search/b.png,"[-0.23833333333333334,0.35992413304437554]","[-0.17833333333333334,0.3746821983454594]","[0.17833333333333334,0.3263388662738108]","[0.23833333333333334,0.38351805237828973]","[0.17833333333333334,-0.35303800267185725]","[0.23833333333333334,-0.36553378746055676]","[-0.23833333333333334,-0.35647786398011244]","[-0.17833333333333334,-0.35674547488968983]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,5f182cf45ce5af05a9ef92a1,16/11/1950,2020-09-10_14h41.13.072,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2c5a55bc9f08b3a47cac,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
,,,,,,,,,,,,5f182cf45ce5af05a9ef92a1,16/11/1950,2020-09-10_14h41.13.072,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2c5a55bc9f08b3a47cac,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,
,,,,,,,,,,,,5f182cf45ce5af05a9ef92a1,16/11/1950,2020-09-10_14h41.13.072,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2c5a55bc9f08b3a47cac,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,
,,,,,,,,,,,,5f182cf45ce5af05a9ef92a1,16/11/1950,2020-09-10_14h41.13.072,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5a2c5a55bc9f08b3a47cac,5,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,0.002,3,FALSE,?,0.001515,1,FALSE,?,0.00175,0,FALSE,?,0.00174,2,FALSE,,,,,,AGENT,balcony,stimuli/images/PICTURE_63.png,new-new,HOTEL,pepper,stimuli/images/PICTURE_348.png,new-new,BEAUTY,peg,stimuli/images/PICTURE_467.png,new-new,CLOCK,helmet,stimuli/images/PICTURE_327.png,new-new,,,,,,,,,,,0,60,60,63,1
