consent_key.keys,consent_key.rt,recalled,recalled_rt,recall_acc,example_recall.thisRepN,example_recall.thisTrialN,example_recall.thisN,example_recall.thisIndex,example_recall.ran,file,word,participant,please enter your date of birth (dd/mm/yyyy),date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,list,prac_learn_study_loop.thisRepN,prac_learn_study_loop.thisTrialN,prac_learn_study_loop.thisN,prac_learn_study_loop.thisIndex,prac_learn_study_loop.ran,image,prac_learn_test_loop.thisRepN,prac_learn_test_loop.thisTrialN,prac_learn_test_loop.thisN,prac_learn_test_loop.thisIndex,prac_learn_test_loop.ran,learn_study_loop.thisRepN,learn_study_loop.thisTrialN,learn_study_loop.thisN,learn_study_loop.thisIndex,learn_study_loop.ran,list_no,block_no,learn_test_loop.thisRepN,learn_test_loop.thisTrialN,learn_test_loop.thisN,learn_test_loop.thisIndex,learn_test_loop.ran,learn_blocks.thisRepN,learn_blocks.thisTrialN,learn_blocks.thisN,learn_blocks.thisIndex,learn_blocks.ran,block_csv,key_resp_13.keys,key_resp_13.rt,learn_blocks_loop.thisRepN,learn_blocks_loop.thisTrialN,learn_blocks_loop.thisN,learn_blocks_loop.thisIndex,learn_blocks_loop.ran,final_learn_test.thisRepN,final_learn_test.thisTrialN,final_learn_test.thisN,final_learn_test.thisIndex,final_learn_test.ran,prac_wm_test_loop.thisRepN,prac_wm_test_loop.thisTrialN,prac_wm_test_loop.thisN,prac_wm_test_loop.thisIndex,prac_wm_test_loop.ran,wm_recalled1,wm_recall_rt1,wm_probed1,wm_recall_acc1,wm_recalled2,wm_recall_rt2,wm_probed2,wm_recall_acc2,wm_recalled3,wm_recall_rt3,wm_probed3,wm_recall_acc3,wm_recalled4,wm_recall_rt4,wm_probed4,wm_recall_acc4,prac_wm_trial_loop.thisRepN,prac_wm_trial_loop.thisTrialN,prac_wm_trial_loop.thisN,prac_wm_trial_loop.thisIndex,prac_wm_trial_loop.ran,word1,image1,file1,item_type1,word2,image2,file2,item_type2,word4,image4,file4,item_type4,word3,image3,file3,item_type3
,,?,0.003,0,,,,,,stimuli/images/PICTURE_233.png,IDEAS,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,salt,,,,,,,,,,,3,0,0,26,26,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.002,0,,,,,,stimuli/images/PICTURE_285.png,ADVICE,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,carrot,,,,,,,,,,,2,0,0,27,27,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.004,0,,,,,,stimuli/images/PICTURE_380.png,PHOTO,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,gorilla,,,,,,,,,,,6,0,0,28,28,52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.005,0,,,,,,stimuli/images/PICTURE_85.png,THING,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,diamond,,,,,,,,,,,2,0,0,29,29,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.005,0,,,,,,stimuli/images/PICTURE_453.png,DUDE,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,scissors,,,,,,,,,,,3,0,0,30,30,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.004,0,,,,,,stimuli/images/PICTURE_255.png,AREA,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,shovel,,,,,,,,,,,3,0,0,31,31,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.003,0,,,,,,stimuli/images/PICTURE_160.png,FEET,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,wheelbarrow,,,,,,,,,,,6,0,0,32,32,58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.005,0,,,,,,stimuli/images/PICTURE_708.png,PENNY,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,monkey,,,,,,,,,,,4,0,0,33,33,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,JUNGLE,4.976,1,,,,,,stimuli/images/PICTURE_32.png,JUNGLE,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,crown,,,,,,,,,,,5,0,0,34,34,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.003,0,,,,,,stimuli/images/PICTURE_449.png,THING,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,bench,,,,,,,,,,,6,0,0,35,35,59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LETTER,3.492,1,,,,,,stimuli/images/PICTURE_469.png,LETTER,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,stool,,,,,,,,,,,5,0,0,36,36,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.003,0,,,,,,stimuli/images/PICTURE_488.png,STYLE,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,sun,,,,,,,,,,,4,0,0,37,37,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.005,0,,,,,,stimuli/images/PICTURE_177.png,CARS,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,mushroom,,,,,,,,,,,4,0,0,38,38,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ESTATE,4.032,1,,,,,,stimuli/images/PICTURE_308.png,ESTATE,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,dice,,,,,,,,,,,5,0,0,39,39,46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.005,0,,,,,,stimuli/images/PICTURE_151.png,GIRL,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,tray,,,,,,,,,,,2,0,0,40,40,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.003,0,,,,,,stimuli/images/PICTURE_215.png,PLENTY,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,boot,,,,,,,,,,,4,0,0,41,41,37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.003,0,,,,,,stimuli/images/PICTURE_203.png,ARTIST,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,cap,,,,,,,,,,,3,0,0,42,42,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.004,0,,,,,,stimuli/images/PICTURE_160.png,LEADER,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,wheelbarrow,,,,,,,,,,,1,0,0,43,43,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.003,0,,,,,,stimuli/images/PICTURE_491.png,WRITER,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,rug,,,,,,,,,,,6,0,0,44,44,57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.004,0,,,,,,stimuli/images/PICTURE_688.png,WOMEN,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,runner,,,,,,,,,,,2,0,0,45,45,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.003,0,,,,,,stimuli/images/PICTURE_248.png,DOZEN,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,cart,,,,,,,,,,,4,0,0,46,46,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SYSTEM,5.273,1,,,,,,stimuli/images/PICTURE_744.png,SYSTEM,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,ring,,,,,,,,,,,5,0,0,47,47,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.004,0,,,,,,stimuli/images/PICTURE_453.png,PLENTY,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,scissors,,,,,,,,,,,6,0,0,48,48,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.003,0,,,,,,stimuli/images/PICTURE_311.png,FRIEND,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,razor,,,,,,,,,,,4,0,0,49,49,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.003,0,,,,,,stimuli/images/PICTURE_95.png,STYLE,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,suitcase,,,,,,,,,,,3,0,0,50,50,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.003,0,,,,,,stimuli/images/PICTURE_469.png,ARTIST,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,stool,,,,,,,,,,,1,0,0,51,51,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.003,0,,,,,,stimuli/images/PICTURE_208.png,LOTS,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,microphone,,,,,,,,,,,2,0,0,52,52,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.003,0,,,,,,stimuli/images/PICTURE_654.png,VALLEY,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,pencil,,,,,,,,,,,1,0,0,53,53,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.004,0,,,,,,stimuli/images/PICTURE_667.png,BATH,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,daisy,,,,,,,,,,,1,0,0,54,54,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.003,0,,,,,,stimuli/images/PICTURE_487.png,FLIGHT,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,basket,,,,,,,,,,,1,0,0,55,55,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.004,0,,,,,,stimuli/images/PICTURE_356.png,DANGER,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,pawn,,,,,,,,,,,6,0,0,56,56,55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.003,0,,,,,,stimuli/images/PICTURE_509.png,PHOTO,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,telephone,,,,,,,,,,,3,0,0,57,57,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.003,0,,,,,,stimuli/images/PICTURE_470.png,CASINO,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,motorbike,,,,,,,,,,,4,0,0,58,58,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DEATH,3.992,1,,,,,,stimuli/images/PICTURE_380.png,DEATH,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,gorilla,,,,,,,,,,,5,0,0,59,59,49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,stimuli/learn-block1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_564.png,PLENTY,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,spoon,,,,,,0,0,0,11,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_356.png,CANDY,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,pawn,,,,,,0,1,1,46,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_2.png,YARD,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,tyre,,,,,,0,2,2,55,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_311.png,FLESH,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,razor,,,,,,0,3,3,3,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_403.png,FAMILY,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,cathedral,,,,,,0,4,4,9,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_487.png,POLICY,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,basket,,,,,,0,5,5,34,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_509.png,SHOTS,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,telephone,,,,,,0,6,6,7,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_208.png,SPIRIT,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,microphone,,,,,,0,7,7,28,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_348.png,DUDE,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,pepper,,,,,,0,8,8,59,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_57.png,CASINO,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,stamp,,,,,,0,9,9,12,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_32.png,LETTER,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,crown,,,,,,0,10,10,56,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_2.png,JUNGLE,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,tyre,,,,,,0,11,11,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_2.png,AREA,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,tyre,,,,,,0,12,12,32,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_491.png,SERIES,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,rug,,,,,,0,13,13,39,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_160.png,HOTEL,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,wheelbarrow,,,,,,0,14,14,16,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_405.png,JUNGLE,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,anchor,,,,,,0,15,15,58,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_57.png,NATION,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,stamp,,,,,,0,16,16,21,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_255.png,PENNY,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,shovel,,,,,,0,17,17,19,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_147.png,LEADER,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,hanger,,,,,,0,18,18,33,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_93.png,GIRL,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,skateboard,,,,,,0,19,19,31,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_215.png,BOYS,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,boot,,,,,,0,20,20,24,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_452.png,COPS,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,watch,,,,,,0,21,21,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_177.png,HOUSE,5ea07a903abacb0452903ef4,22/08/1950,2020-09-12_08h49.13.734,proactive3.2,2020.1.2,Win32,60,5f5adea66120081ea0f57a61,5f5c7d2b2347b501aa201f39,5,,,,,,mushroom,,,,,,0,22,22,25,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
