consent_key.keys,consent_key.rt,recalled,recalled_rt,recall_acc,example_recall.thisRepN,example_recall.thisTrialN,example_recall.thisN,example_recall.thisIndex,example_recall.ran,file,word,participant,please enter your date of birth (dd/mm/yyyy),date,expName,psychopyVersion,OS,frameRate,list,prac_learn_study_loop.thisRepN,prac_learn_study_loop.thisTrialN,prac_learn_study_loop.thisN,prac_learn_study_loop.thisIndex,prac_learn_study_loop.ran,image,prac_learn_test_loop.thisRepN,prac_learn_test_loop.thisTrialN,prac_learn_test_loop.thisN,prac_learn_test_loop.thisIndex,prac_learn_test_loop.ran,learn_study_loop.thisRepN,learn_study_loop.thisTrialN,learn_study_loop.thisN,learn_study_loop.thisIndex,learn_study_loop.ran,list_no,block_no,learn_test_loop.thisRepN,learn_test_loop.thisTrialN,learn_test_loop.thisN,learn_test_loop.thisIndex,learn_test_loop.ran,learn_blocks.thisRepN,learn_blocks.thisTrialN,learn_blocks.thisN,learn_blocks.thisIndex,learn_blocks.ran,block_csv,key_resp_13.keys,key_resp_13.rt,learn_blocks_loop.thisRepN,learn_blocks_loop.thisTrialN,learn_blocks_loop.thisN,learn_blocks_loop.thisIndex,learn_blocks_loop.ran,final_learn_test.thisRepN,final_learn_test.thisTrialN,final_learn_test.thisN,final_learn_test.thisIndex,final_learn_test.ran,prac_wm_test_loop.thisRepN,prac_wm_test_loop.thisTrialN,prac_wm_test_loop.thisN,prac_wm_test_loop.thisIndex,prac_wm_test_loop.ran,wm_recalled1,wm_recall_rt1,wm_probed1,wm_recall_acc1,wm_recalled2,wm_recall_rt2,wm_probed2,wm_recall_acc2,wm_recalled3,wm_recall_rt3,wm_probed3,wm_recall_acc3,wm_recalled4,wm_recall_rt4,wm_probed4,wm_recall_acc4,prac_wm_trial_loop.thisRepN,prac_wm_trial_loop.thisTrialN,prac_wm_trial_loop.thisN,prac_wm_trial_loop.thisIndex,prac_wm_trial_loop.ran,word1,image1,file1,item_type1,word2,image2,file2,item_type2,word4,image4,file4,item_type4,word3,image3,file3,item_type3,wm_test_loop.thisRepN,wm_test_loop.thisTrialN,wm_test_loop.thisN,wm_test_loop.thisIndex,wm_test_loop.ran,wm_trial_loop.thisRepN,wm_trial_loop.thisTrialN,wm_trial_loop.thisN,wm_trial_loop.thisIndex,wm_trial_loop.ran
,,,,,,,,,,stimuli/images/PICTURE_491.png,SERIES,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,rug,,,,,,0,40,40,39,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_356.png,CANDY,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,pawn,,,,,,0,41,41,46,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_95.png,NIGHT,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,suitcase,,,,,,0,42,42,37,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_2.png,AREA,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,tyre,,,,,,0,43,43,32,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_470.png,BEAUTY,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,motorbike,,,,,,0,44,44,26,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_405.png,JUNGLE,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,anchor,,,,,,0,45,45,13,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_160.png,HOTEL,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,wheelbarrow,,,,,,0,46,46,16,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_57.png,CASINO,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,stamp,,,,,,0,47,47,12,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_215.png,LEADER,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,boot,,,,,,0,48,48,43,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_285.png,WRITER,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,carrot,,,,,,0,49,49,6,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_509.png,APPLE,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,telephone,,,,,,0,50,50,38,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_314.png,SPEECH,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,perfume,,,,,,0,51,51,35,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_297.png,BODY,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,aeroplane,,,,,,0,52,52,51,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_667.png,GLASS,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,daisy,,,,,,0,53,53,27,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_509.png,BATH,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,telephone,,,,,,0,54,54,15,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_311.png,TOILET,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,razor,,,,,,0,55,55,54,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_147.png,LEADER,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,hanger,,,,,,0,56,56,33,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_403.png,FAMILY,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,cathedral,,,,,,0,57,57,9,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_654.png,COPS,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,pencil,,,,,,0,58,58,10,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0016,0,,,,,,stimuli/images/PICTURE_57.png,NATION,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,stamp,,,,,,,,,,,3,2,0,0,0,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FAMILY,5.2126,1,,,,,,stimuli/images/PICTURE_403.png,FAMILY,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,cathedral,,,,,,,,,,,1,2,0,1,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.002,0,,,,,,stimuli/images/PICTURE_2.png,AREA,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,tyre,,,,,,,,,,,4,2,0,2,2,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0012,0,,,,,,stimuli/images/PICTURE_215.png,BOYS,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,boot,,,,,,,,,,,3,2,0,3,3,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0015,0,,,,,,stimuli/images/PICTURE_255.png,PENNY,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,shovel,,,,,,,,,,,2,2,0,4,4,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0012,0,,,,,,stimuli/images/PICTURE_487.png,POLICY,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,basket,,,,,,,,,,,4,2,0,5,5,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0016,0,,,,,,stimuli/images/PICTURE_177.png,HOUSE,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,mushroom,,,,,,,,,,,3,2,0,6,6,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0013,0,,,,,,stimuli/images/PICTURE_141.png,CLIENT,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,sunflower,,,,,,,,,,,4,2,0,7,7,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0038,0,,,,,,stimuli/images/PICTURE_405.png,JUNGLE,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,anchor,,,,,,,,,,,6,2,0,8,8,58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0013,0,,,,,,stimuli/images/PICTURE_32.png,LETTER,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,crown,,,,,,,,,,,6,2,0,9,9,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0013,0,,,,,,stimuli/images/PICTURE_405.png,JUNGLE,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,anchor,,,,,,,,,,,2,2,0,10,10,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0012,0,,,,,,stimuli/images/PICTURE_160.png,HOTEL,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,wheelbarrow,,,,,,,,,,,2,2,0,11,11,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,COPS,5.8932,1,,,,,,stimuli/images/PICTURE_452.png,COPS,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,watch,,,,,,,,,,,1,2,0,12,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0024,0,,,,,,stimuli/images/PICTURE_296.png,CLOCK,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,bolt,,,,,,,,,,,2,2,0,13,13,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0015,0,,,,,,stimuli/images/PICTURE_677.png,PHOTO,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,map,,,,,,,,,,,2,2,0,14,14,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0016,0,,,,,,stimuli/images/PICTURE_692.png,DUDE,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,cherry,,,,,,,,,,,5,2,0,15,15,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0014,0,,,,,,stimuli/images/PICTURE_453.png,FAMILY,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,scissors,,,,,,,,,,,5,2,0,16,16,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0018,0,,,,,,stimuli/images/PICTURE_509.png,BATH,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,telephone,,,,,,,,,,,2,2,0,17,17,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0015,0,,,,,,stimuli/images/PICTURE_2.png,YARD,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,tyre,,,,,,,,,,,6,2,0,18,18,55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0015,0,,,,,,stimuli/images/PICTURE_667.png,GLASS,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,daisy,,,,,,,,,,,3,2,0,19,19,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0016,0,,,,,,stimuli/images/PICTURE_68.png,KIND,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,candle,,,,,,,,,,,3,2,0,20,20,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0014,0,,,,,,stimuli/images/PICTURE_285.png,PRINCE,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,carrot,,,,,,,,,,,3,2,0,21,21,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0014,0,,,,,,stimuli/images/PICTURE_677.png,FAMILY,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,map,,,,,,,,,,,6,2,0,22,22,53,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MURDER,10.4965,0,,,,,,stimuli/images/PICTURE_348.png,TOILET,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,pepper,,,,,,,,,,,1,2,0,23,23,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FOOD,4.2042,1,,,,,,stimuli/images/PICTURE_215.png,FOOD,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,boot,,,,,,,,,,,1,2,0,24,24,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0019,0,,,,,,stimuli/images/PICTURE_504.png,HOUSE,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,wheel,,,,,,,,,,,4,2,0,25,25,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0013,0,,,,,,stimuli/images/PICTURE_356.png,CANDY,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,pawn,,,,,,,,,,,5,2,0,26,26,46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0012,0,,,,,,stimuli/images/PICTURE_33.png,COPS,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,frame,,,,,,,,,,,3,2,0,27,27,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0015,0,,,,,,stimuli/images/PICTURE_327.png,LEADER,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,helmet,,,,,,,,,,,2,2,0,28,28,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0013,0,,,,,,stimuli/images/PICTURE_314.png,SPEECH,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,perfume,,,,,,,,,,,4,2,0,29,29,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0013,0,,,,,,stimuli/images/PICTURE_147.png,LEADER,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,hanger,,,,,,,,,,,4,2,0,30,30,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,WRITER,5.2179,1,,,,,,stimuli/images/PICTURE_285.png,WRITER,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,carrot,,,,,,,,,,,1,2,0,31,31,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,JUNGLE,10.0684,1,,,,,,stimuli/images/PICTURE_2.png,JUNGLE,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,tyre,,,,,,,,,,,1,2,0,32,32,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0015,0,,,,,,stimuli/images/PICTURE_57.png,CANDY,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,stamp,,,,,,,,,,,6,2,0,33,33,52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0015,0,,,,,,stimuli/images/PICTURE_487.png,ROOF,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,basket,,,,,,,,,,,6,2,0,34,34,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0014,0,,,,,,stimuli/images/PICTURE_654.png,YEAR,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,pencil,,,,,,,,,,,5,2,0,35,35,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0015,0,,,,,,stimuli/images/PICTURE_93.png,GIRL,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,skateboard,,,,,,,,,,,4,2,0,36,36,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0014,0,,,,,,stimuli/images/PICTURE_491.png,SERIES,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,rug,,,,,,,,,,,4,2,0,37,37,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0015,0,,,,,,stimuli/images/PICTURE_297.png,BODY,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,aeroplane,,,,,,,,,,,6,2,0,38,38,51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0013,0,,,,,,stimuli/images/PICTURE_509.png,MILLER,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,telephone,,,,,,,,,,,5,2,0,39,39,49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0013,0,,,,,,stimuli/images/PICTURE_564.png,PLENTY,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,spoon,,,,,,,,,,,2,2,0,40,40,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0016,0,,,,,,stimuli/images/PICTURE_348.png,DUDE,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,pepper,,,,,,,,,,,6,2,0,41,41,59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0013,0,,,,,,stimuli/images/PICTURE_750.png,POLICY,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,kettle,,,,,,,,,,,5,2,0,42,42,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.0013,0,,,,,,stimuli/images/PICTURE_470.png,MOMENT,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,motorbike,,,,,,,,,,,5,2,0,43,43,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MAN,14.6168,0,,,,,,stimuli/images/PICTURE_405.png,HOUSE,5c92870723bd7e001870138e,1009,2020-09-12_06h49.43.748,proactive3.2,2020.1.2,Linux x86_64,60,1,,,,,,anchor,,,,,,,,,,,1,2,0,44,44,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
